Name,Title,Department,Education
Jeffery Mullis,Senior Lecturer,"Sociology Department, Director of Undergraduate Studies
Sociology Department, Core","BA, University of Alabama at Birmingham, 1986
PhD, University of Virginia, 1995
MA, University of Alabama at Birmingham, 1988"
Christopher Muly,"Assistant Professor, Emory University School of Medicine","Neuroscience and Behavioral Biology Program, Other","MD, Duke University, 1993
PhD, Duke University, 1992"
Simona Muratore,Lecturer,"Italian Studies Program, Director of Undergraduate Studies
Italian Studies Program, Core
French and Italian Studies Department, Core","Other, University of Florence in Italy, 
PhD, University of North Carolina at Chapel Hill, 2006
MA, University of North Carolina at Chapel Hill, 2003"
Malavika Murugan,Assistant Professor,"Biology Department, Core","PhD, Duke University, 2013"
James Nagy,Samuel Candler Dobbs Professor,"Mathematics Department, Chair
Mathematics Department, Core","BS, Northern Illinois University, 1986
MS, Northern Illinois University, 1988
PhD, North Carolina State University, 1991"
Sonal Nalkur,Lecturer,"Sociology Department, Core","PhD, Sociology, Emory University, Atlanta, GA, 2013"
Edward Nam,Senior Lecturer,"Biology Department, Core","PhD, Biochemistry, Vanderbilt University, Nashville, TN, 2011"
Satya Negi,Professor of Practice,"Religion Department, Core","MA, Institute for Buddhist Dialectics, 1985
PhD, Emory University, 1999"
Eric Nelson,Professor,"Music Department, Core","D.M. , Indiana University, 1990"
Ilya Nemenman,Winship Distinguished Research Professor of Physics and Biology,"Biology Department, Core
Physics Department, Core
Neuroscience and Behavioral Biology Program, Other","PhD, Princeton University, 2000"
Catherine Nickerson,Associate Professor,"English Department, Core","BA, Yale University, 1983
PhD, Yale University, 1992"
Claire Nouvet,Associate Professor,"French and Italian Studies Department, Core","BA, Lycee de Saint-Cloud, 1975
PhD, Princeton University, 1981
MA, Princeton University, 1979"
David Nugent,Professor,"Latin American and Caribbean Studies Program, Core
Anthropology Department, Core","BA, Michigan State University, 1977
PhD, Columbia University, 1988
MPhil, Columbia University, 1982
MA, Columbia University, 1980"
Lynne Nygaard,Professor,"Psychology Department, Core
Linguistics Program, Core
Neuroscience and Behavioral Biology Program, Associated","PhD, Brown University, 1991
BA, Barnard College, 1985"
Rune Nyord,Assistant Professor,"Art History Department, Core","DPhil, Egyptology, University of Copenhagen, Copenhagen, Denmark, 2010"
Stephen O'Connell,Associate Professor,"Economics Department, Core","PhD, Economics, City University of New York, New York City, NY, 2016"
Megan O'Neil,Assistant Professor,"Art History Department, Core","PhD, History of Art, Yale University, New Haven, CT, 2005"
Kate  O'Toole,"Senior Lecturer, Biology","Biology Department, Core","PhD, Neuroscience, Emory University, Atlanta, GA, 2011"
Shari Obrentz,Associate Dean for Undergraduate Education,,"Ph.D, Georgia State University, 2011
MS, Georgia State University, 2005
BA, Washington University in St. Louis, 2001"
Katherine Ostrom,Senior Lecturer,"Spanish and Portuguese Department, Core","BA, University of Chicago, 2001
MA, University of Minnesota, 2006
PhD, University of Minnesota, 2011"
Laura Otis,Professor,"English Department, Core
Neuroscience and Behavioral Biology Program, Other","BS, Yale University, 1983
PhD, Cornell University, 1991
MA, Cornell University, 1989
MA, University of California, San Francisco, 1988"
J. Judd Owen,Associate Professor,"Political Science Department, Core
Ancient Mediterranean Studies Program, Core","BA, Davidson College, 1990
MA, University of Toronto, 1992
PhD, University of Toronto, 1998"
Michael Owens,Professor,"Political Science Department, Core","AB, Syracuse University, 1991
MPS, State University of New York, 1992
PhD, State University of New York, 2001"
Michael Page,"Lecturer, Environmental Sciences","Environmental Sciences Department, Core","MS, Geography, Georgia State University, Atlanta, GA, 2007"
Marjorie Pak,Lecturer,"Linguistics Program, Director
Linguistics Program, Director of Undergraduate Studies
Linguistics Program, Core","PhD, University of Pennsylvania, 2008
BA, Yale University, 1994"
Rohan Palmer,Associate Professor,"Psychology Department, Core","Ph.D., Psychology, University of Colorado and Boulder, Boulder, CO, 2010"
Gyanendra Pandey,Arts and Sciences Distinguished Professor,"History Department, Core","DPhil, University of Oxford, 1975
BA, University of Delhi, 1969"
Lisa Parr,"Asst Research Professor, Yerkes Primate Research Lab","Neuroscience and Behavioral Biology Program, Other","PhD, Emory University, 2000"
Elizabeth Pastan,Associate Professor,"Art History Department, Core
Medieval Studies Program, Core","BA, Smith College, 1977
PhD, Brown University, 1986
MA, Columbia University, 1979"
Cynthia Patterson,Professor,"Ancient Mediterranean Studies Program, Core
History Department, Core","PhD, University of Pennsylvania, 1976
BA, Stanford University, 1971"
John Patty,Professor,"Political Science Department, Core","PhD, Economics and Political Science, California Institute of Technology, Pasadena, CA, 2001"
Robert Paul,Charles Howard Candler Professor of Anthropology and Interdisciplinary Studies,"Anthropology Department, Core","BA, Harvard University, 1963
PhD, University of Chicago, 1970
MA, University of Chicago, 1966"
Lisa Paulsen,Senior Lecturer,"Theater and Dance Department, Chair
Theater and Dance Department, Core","MFA, Southern Methodist University, 1987
BA, University of Northern Iowa, 1983"
Matthew Payne,Associate Professor,"Russian and East European Studies, Core
History Department, Core","BA, University of Chicago, 1985
PhD, University of Chicago, 1995
MA, University of Chicago, 1988"
Michael Peletz,Professor,"Anthropology Department, Core","BA, University of California, Berkeley, 1973
PhD, University of Michigan, 1983
MA, University of Michigan, 1975"
Elizabeth Penn,Professor,"Political Science Department, Core","PhD, Social Science, California Institute of Technology, Pasadena, CA, 2003"
Craig Perry,Assistant Professor,"Jewish Studies Program, Core
Middle Eastern and South Asian Studies Department (Arabic, Hebrew, Hindi, Persian, Tibetan), Core",
Elena Pesavento,Associate Professor,"Economics Department, Core","PhD, University of California, San Diego, 2000
BA, University of Padova, 1993"
Zachary Peskowitz,Associate Professor,"Political Science Department, Director of Undergraduate Studies
Political Science Department, Core","PhD, Political Economics, Stanford Graduate School of Business, 2012"
Kristin Phillips,Assistant Professor,"Anthropology Department, Director of Undergraduate Studies
Anthropology Department, Core","PhD, University of Wisconsin-Madison, 2009"
Paul Plotsky,"Professor, Emory University School of Medicine","Neuroscience and Behavioral Biology Program, Other","PhD, Emory University, 1981
Other, University of Kansas , 1974"
Angela Porcarelli,Senior Lecturer,"Italian Studies Program, Core
French and Italian Studies Department, Core",1900
Victoria Powers,Professor,"Mathematics Department, Core","BA, University of Chicago, 1980
PhD, Cornell University, 1985
MA, Cornell University, 1982"
Louise Pratt,Professor,"Classics Department (Greek, Latin), Core","BA, Williams College, 1982
PhD, University of Michigan, 1988
AM, University of Michigan, 1984"
Devaka Premawardhana,Associate Professor,"Religion Department, Core","PhD, Religion and Anthropology, Harvard University, Cambridge, MA, 2014"
Todd Preuss,"Associate Professor, Yerkes Primate Research Lab","Neuroscience and Behavioral Biology Program, Other","BA, Haverford College, 1980
PhD, Yale University, 1990"
Astrid Prinz,Winship Distinguished Associate Professor,"Biology Department, Core
Neuroscience and Behavioral Biology Program, Associated","PhD, Munich Technical University, Germany, 2000"
Gonzalo Vazquez Prokopec,Winship Distinguished Research Professor,"Environmental Sciences Department, Core",
Vera Proskurina,Senior Lecturer,"Russian and East Asian Languages and Cultures (Chinese, Japanese, Korean, Russian), Director of Undergraduate Studies
Russian and East European Studies, Core
Russian and East Asian Languages and Cultures (Chinese, Japanese, Korean, Russian), Core","BA/MA, Moscow State University, 1985
Ph.D, Moscow State University, 1989"
Jonathan Prude,Associate Professor,"American Studies Program, Core
History Department, Core","BA, Amherst College, 1968
PhD, Harvard University, 1976
MA, Harvard University, 1970"
Cassidy Puckett,Assistant Professor,"Sociology Department, Core","Ph.D., Sociology, Northwestern University, Evanston, IL, 2015"
Cassandra Quave,"Assistant Professor, Center for the Study of Human Health","Human Health, Core","PhD, Biology, Florida International University, Miami, FL, 2008
BS, Biology, Emory University, 2000"
Jose Quiroga,Professor,"Comparative Literature Department, Core
Latin American and Caribbean Studies Program, Core
Spanish and Portuguese Department, Core","BA, Boston University, 1980
PhD, Yale University, 1989
MPhil, Yale University, 1987"
Sally Radell,Professor,"Dance Program, Director
Dance Program, Director of Undergraduate Studies
Theater and Dance Department, Core
Dance Program, Core","BA, Scripps College, 1979
MA, Ohio State University, 1984
MFA, Arizona State University, 1987"
Monica Raj,Associate Professor,"Chemistry Department, Core","PhD, Chemistry, Indian Institute of Technology, Kanpur, India, 2009"
Parimala Raman,Asa Griggs Candler Professor,"Mathematics Department, Core","PhD, Bombay University, 1976
MSc, Madras University, 1970"
William Ransom,Mary Emerson Professor,"Music Department, Core","BM, Juilliard School, 1980
DMA, University of Michigan, 1985
MM, Juilliard School, 1981"
V. Narayana Rao,"Visweswara Rao and Sita Koppaka Professorship in Telugu Culture, Literature, and History","Middle Eastern and South Asian Studies Department (Arabic, Hebrew, Hindi, Persian, Tibetan), Core","PhD, Telugu Culture, Literature, and History, Andhra University, 1974"
Eric Reinders,Associate Professor,"Religion Department, Director of Undergraduate Studies
East Asian Studies, Core
Religion Department, Core","BA, University of Hull, 1981
PhD, University of California, Santa Barbara, 1997
MPhil, University of Hull, 1987"
Beth Reingold,Professor,"Women's, Gender and Sexuality Studies Department, Chair
Women's, Gender and Sexuality Studies Department, Core
Political Science Department, Core","BA, Rice University, 1985
MA, University of California, Berkeley, 1986
PhD, University of California, Berkeley, 1992"
Eric Reinhardt,Winship Distinguished Associate Professor,"Political Science Department, Core","BA, University of Virginia, 1990
PhD, Columbia University, 1997
MA, Columbia University, 1992"
Benjamin Reiss,Samuel Candler Dobbs Professor,"English Department, Chair
American Studies Program, Core
English Department, Core","BA, Oberlin College, 1986
MA, University of California, Berkeley, 1995
PhD, University of California, Berkeley, 1997"
Dan Reiter,Professor,"Political Science Department, Core","PhD, University of Michigan, 1994
BA, Northwestern University, 1985"
Miguel Reyes,Lecturer,"Biology Department, Core","PhD, Biology, Clark University, 2016"
Daniel Reynolds,Associate Professor,"Film and Media Department, Director of Undergraduate Studies
Film and Media Department, Core",
Seunghwa Rho,Lecturer,"Institute for Quantitative Theory and Methods, Director of Undergraduate Studies
Institute for Quantitative Theory and Methods, Core",
Marilia Ribeiro,Lecturer,"Spanish and Portuguese Department, Core","PhD, Portuguese and Brazilian Studies, Brown University, 2008"
Raphael Ribeiro,Assistant Professor,"Chemistry Department, Core","PhD, Chemistry, University of California, Irvine, 2016"
Michael Rich,Associate Professor,"Political Science Department, Core
Environmental Sciences Department, Core","BA, Westminster College, 1976
PhD, Northwestern University, 1985
MA, University of Virginia, 1977"
Leila Rieder,Assistant Professor,"Biology Department, Core",
Jennifer Rieser,Assistant Professor,"Physics Department, Core","PhD, Physics, University of Pennsylvania, 2015"
Tsepak Rigzin,Lecturer,"Middle Eastern and South Asian Studies Department (Arabic, Hebrew, Hindi, Persian, Tibetan), Core","MA, Sino-Tibetan History, Punjab University, 1981"
James Rilling,Professor,"Anthropology Department, Core
Neuroscience and Behavioral Biology Program, Associated
Linguistics Program, Associated","BS, University of Wisconsin, Madison, 1992
MA, Emory University, 1996
PhD, Emory University, 1998"
Mark Risjord,Professor,"Institute of the Liberal Arts Department, Core
Philosophy Department, Core
Linguistics Program, Associated
Neuroscience and Behavioral Biology Program, Other","PhD, University of North Carolina, 1990
BA, University of Wisconsin, 1983"
Christine Ristaino,Professor of Pedagogy,"Italian Studies Program, Core
French and Italian Studies Department, Core","BA, University of Washington, 1995
MA, University of North Carolina at Chapel Hill, 1997
PhD, University of North Carolina at Chapel Hill, 2004"
Jill Robbins,Professor,"Religion Department, Core
Comparative Literature Department, Core","BA, Cornell University, 1979
PhD, Yale University, 1985
MPhil, Yale University, 1982"
Philippe Rochat,Professor,"Psychology Department, Core","PhD, University of Geneva, 1983
BA, College of Saint Michel, 1970"
Vojtech Rodl,Samuel Candler Dobbs Professor,"Mathematics Department, Core","PhD, Charles University, Prague, 1976
BS, Charles University, Prague, 1973"
Hillary Rodman,Associate Professor,"Psychology Department, Core
Neuroscience and Behavioral Biology Program, Associated","BA, Yale University, 1981
PhD, Princeton University, 1986
MA, Princeton University, 1984"
Leah Roesch,Senior Lecturer,"Neuroscience and Behavioral Biology Program, Core","Ph.D., Emory University, 2007
BA, Lawrence University, 1999"
Dehanza Rogers,Assistant Professor,"Film and Media Department, Core",
Thomas Rogers,NEH/Arthur Blank Distinguished Teaching Professor,"History Department, Core","BA, Williams College, 1996
PhD, Duke University, 2005"
Kate Rosenblatt,Jay and Leslie Cohen Assistant Professor,"Jewish Studies Program, Core","PhD, History, University of Michigan, Ann Arbor, MI, 2015"
Erwin Rosinberg,Senior Lecturer,"English Department, Director of Undergraduate Studies
English Department, Core","Ph.D, Princeton University, 2009"
Connie Roth,Professor,"Physics Department, Core",
Robert Roth,Associate Professor,"Mathematics Department, Core","BS, Massachusetts Institute of Technology, 1974
PhD, Ohio State University, 1979
MS, Ohio State University, 1976"
Deboleena Roy,Professor,"Women's, Gender and Sexuality Studies Department, Core
Neuroscience and Behavioral Biology Program, Core","BSc, University of Toronto, 1993
MSc, McMaster University, 1996
PhD, University of Toronto, 2001"
Juan Rubio Ramirez,Charles Howard Candler Professor of Economics,"Economics Department, Core","PhD, Economics, University of Minnesota, 2001"
Walter Rucker,Professor,"African American Studies Department, Core","PhD, American History, University of California, Riverside, Riverside, CA, 1999"
Miguel Rueda,"Associate Professor, Political Science","Political Science Department, Core","PhD, Political Science, University of Rochester, Rochester, NY, 2013"
Lars Ruthotto,"Associate Professor, Mathematics and Computer Science","Mathematics Department, Core
Computer Science Department, Core","PhD, Computer Science, University of Munster, Munster, Germany, 2012"
Eri Saikawa,Associate Professor,"Environmental Sciences Department, Core","Ph.D, Princeton University, 2010
MPA, Indiana University, 2005
BEng, University of Tokyo, 2003"
Khalid Salaita,Professor,"Chemistry Department, Core","BSc, Old Dominion University, 2000
PhD, Northwestern University, 2006"
Evan Saltzman,Assistant Professor,"Economics Department, Core","PhD, Managerial Science and Applied Economics, University of Pennsylvania, Philadelphia, PA, 2018"
Brajesh Samarth,Senior Lecturer,"Middle Eastern and South Asian Studies Department (Arabic, Hebrew, Hindi, Persian, Tibetan), Core","Ph.D., Second-Language Acqusition, University of Wisconsin-Madison, Madison, WI, 2013"
Hossein Samei,Lecturer,"Middle Eastern and South Asian Studies Department (Arabic, Hebrew, Hindi, Persian, Tibetan), Core
Linguistics Program, Associated","BA, National University of Iran, 1979
PhD, Tehran University, 1997
MA, Tehran University, 1987"
Mar Sanchez,"Associate Professor, Emory University School of Medicine","Neuroscience and Behavioral Biology Program, Other","PhD, Complutense University of Madrid , 1994"
Luiz Santos,Assistant Professor,"Physics Department, Core","PhD, Physics, Harvard University, Cambridge, MA, 2012"
Jennifer Sarrett,Senior Lecturer,"Human Health, Core","PhD, Interdisciplinary Studies, Emory University, 2014
MA, Interdisciplinary Studies, Emory University, 2011
MEd, Vanderbilt University, 2005
BS, University of Georgia, 2001"
Tehila Sasson,Assistant Professor,"History Department, Core","Ph.D., History, University of California, Berkeley, Berkeley, CA, 2015"
Krishnankutty Sathian,"Professor, Emory University School of Medicine","Neuroscience and Behavioral Biology Program, Other","None, Loyola College, Madras, India, 1973
PhD, The University of Melbourne, Melbourne, Australia, 1987
MD, University of Madras at Christian Medical College, Vellore, India, 1978"
Ellie Schainker,Associate Professor,"Jewish Studies Program, Core
History Department, Core","BA, University of Pennsylvania, 2000
PhD, University of Pennsylvania, 2009"
Caroline Schaumann,Professor,"German Studies Department, Chair
German Studies Department, Core","PhD, University of California, Davis, 1999"
Robyn Schiff,Professor,"English Department, Core",
Michele Schreiber,Assistant Professor,"Film and Media Department, Chair
Film and Media Department, Core","BA, Fordham University, 1995
MA, San Francisco State University, 1999
PhD, University of California, Los Angeles, 2006"
Meredith Schweig,Assistant Professor,"Music Department, Core","PhD, Ethnomusicology, Harvard University, 2013"
Tracy Scott,Senior Lecturer,"Sociology Department, Core","AB, Stanford University, 1983
PhD, Princeton University,  1999
MA, Fuller Theological Seminary, 1989"
Pamela Scully,Professor,"Institute of African Studies Program, Core
Women's, Gender and Sexuality Studies Department, Core","BA, University of Cape Town, 1985
PhD, University of Michigan, 1993
MA, University of Cape Town, 1987"
Don Seeman,Associate Professor,"Jewish Studies Program, Core
Religion Department, Core","AB, Harvard University, 1990
PhD, Harvard University, 1997
AM, Harvard University, 1993"
Holli Semetko,Asa Griggs Candler Professor of Media and International Affairs,"Political Science Department, Core","PhD, The London School of Economics and Political Science, 1987"
Abigail Sewell,"Associate Professor, Sociology","Sociology Department, Core","PhD, Sociology, Indiana University, Bloomington, IN, 2013"
Renard Sexton,Assistant Professor,"Political Science Department, Core",
Gehane Shehata,Lecturer,"Middle Eastern and South Asian Studies Department (Arabic, Hebrew, Hindi, Persian, Tibetan), Core","PhD, French Literature, Emory University, 2012"
Shashank Shekhar,Assistant Professor,"Physics Department, Core","PhD, Physics, University of Twente, 2012"
Iain Shepherd,Associate Professor,"Biology Department, Core
Neuroscience and Behavioral Biology Program, Associated","BSc (Honors), Imperial College of Science Technology and Medicine (London, UK), 1990
Ph.D, University of Oxford, 1994"
Falguni Sheth,Professor,"Women's, Gender and Sexuality Studies Department, Core","PhD, Philosophy, New School for Social Research, 2003"
Maria Sibau,Associate Professor,"Russian and East Asian Languages and Cultures (Chinese, Japanese, Korean, Russian), Core",
Cesar Sierra,Lecturer,"Spanish and Portuguese Department, Core","MA, Syracuse University, 1998
BA, Universidad Autonoma de Madrid, 1988"
Debjani Sihi,Assistant Professor,"Environmental Sciences Department, Core","PhD, Soil and Water Science, University of Florida, 2015"
Chikako Ozawa-de Silva,Professor,"Anthropology Department, Core
East Asian Studies, Core
Neuroscience and Behavioral Biology Program, Associated","MA, University of Essex, 1996
DPhil, University of Oxford, 2001
BA, Sophia University, 1995"
Dan Sinykin,Assistant Professor,"English Department, Core",
Joseph Skibell,Professor,"English Department, Core
Creative Writing Program, Core","BA, University of Texas at Austin, 1981
MFA, University of Texas at Austin, 1996"
Niall Slater,Samuel Candler Dobbs Professor of Latin and Greek,"Ancient Mediterranean Studies Program, Core
Classics Department (Greek, Latin), Core","BA, College of Wooster, 1976
PhD, Princeton University, 1981
MA, Princeton University, 1978"
Beretta Smith-Shomade,Acting Associate Professor,"Film and Media Department, Core","Ph.D., Cinema and Media Studies, University of California, Los Angeles, Los Angeles, CA, 1997"
Samuel Sober,Associate Professor,"Biology Department, Core
Neuroscience and Behavioral Biology Program, Associated","Ph.D, University of California, San Francisco, 2005
BA, Wesleyan University, 1998"
Heeju Sohn,Assistant Professor,"Sociology Department, Core","PhD, Demography and Sociology, University of Pennsylvania, 2015"
Jose Soria,Senior Lecturer,"Chemistry Department, Core","BS, Universidad Nacional Autonoma de Mexico, 1981
PhD, Emory University, 1991
MS, Universidad Nacional Autonoma de Mexico, 1983"
Rachelle Spell,Professor of Pedagogy,"Biology Department, Director of Undergraduate Studies
Biology Department, Core","BS, Wake Forest University, 1987
PhD, Harvard University, 1993"
Ajit Srivastava,Associate Professor,"Physics Department, Core","Ph.D., Applied Physics, Rice University, Houston, TX, 2009"
George Staib,Professor of Pedagogy,"Dance Program, Core
Theater and Dance Department, Core","BA, Dickinson College, 1989
MFA, Temple University, 1994"
Jeffrey Staton,Professor,"Political Science Department, Core
Latin American and Caribbean Studies Program, Core","BA, University of Richmond, 1996
MA, Washington University, 1999
PhD, Washington University, 2002"
Kenneth Stein,"William E. Schatten Professor of Contemporary Middle Eastern History, Political Science and Israeli Studies","Jewish Studies Program, Core
History Department, Core","BA, Franklin and Marshall College, 1968
PhD, University of Michigan, 1976
MA, University of Michigan, 1971
MA, University of Michigan, 1969"
Renee Stein,Senior Lecturer,"Art History Department, Core","MS, Art Conservation, Winterthur - University of Delaware Program, Delaware, 1998"
Devin Stewart,Professor,"Middle Eastern and South Asian Studies Department (Arabic, Hebrew, Hindi, Persian, Tibetan), Chair
Middle Eastern and South Asian Studies Department (Arabic, Hebrew, Hindi, Persian, Tibetan), Core
Linguistics Program, Associated","BA, Princeton University, 1984
PhD, University of Pennsylvania, 1991"
Dianne M. Stewart,Professor,"African American Studies Department, Core
Religion Department, Core","MPhil, Union Theological Seminary, 1996
PhD, Union Theological Seminary, 1997
AB, Colgate University, 1990
MDiv, Harvard Divinity School, 1993"
Jessica Stewart,Assistant Professor,"African American Studies Department, Core",
Karen Stolley,Associate Professor,"Latin American and Caribbean Studies Program, Core
Spanish and Portuguese Department, Core","BA, Middlebury College, 1977
PhD, Yale University, 1985
MA, Yale University, 1980"
Dietrich Stout,Professor,"Anthropology Department, Core
Linguistics Program, Associated","PhD, Indiana University, 2003"
Sharon Strocchia,Professor,"History Department, Chair
Medieval Studies Program, Core
History Department, Core","BA, Stanford University, 1972
PhD, University of California, Berkeley, 1981
MA, University of California, Berkeley, 1973"
John Stuhr,Arts and Sciences Distinguished Professor of Philosophy and American Studies,"American Studies Program, Core
Philosophy Department, Core","PhD, Vanderbilt University, 1976"
Carl Suddler,Assistant Professor,"History Department, Core",
Chris Suh,Assistant Professor,"History Department, Core",
Mandy Suhr-Sytsma,"Senior Lecturer, English","English Department, Core","PhD, English, University of Connecticut, Storrs, CT, 2013"
Nathan Suhr-Sytsma,Associate Professor,"Institute of African Studies Program, Core
English Department, Core","Ph.D, Yale University, 2012"
Michael Sullivan,Assoc Professor,"Philosophy Department, Core","BA, Whitman College, 1988
JD, Yale Law School, 1998
PhD, Vanderbilt University, 2000
MA, Vanderbilt University, 1993"
Jessica Sun,Assistant Professor,"Political Science Department, Core","PhD, Political Science, University of Michigan, 2020"
Vaidy Sunderam,Samuel Candler Dobbs Professor,"Computer Science Department, Chair
Computer Science Department, Core","Other, Birla Institute of Technology and Science, 1978
PhD, University of Kent, 1986
MS, Indian Institute of Technology, 1980"
Daniel Sussman,Assistant Professor,"Physics Department, Core",
Susan Tamasi,Professor of Pedagogy,"Linguistics Program, Director
Linguistics Program, Core","BA, Emory University, 1994
PhD, University of Georgia, 2003"
Arber Tasimi,Assistant Professor,"Psychology Department, Core","PhD, Psychology, Yale University, 2017"
Maja Taskovic,Assistant Professor,"Mathematics Department, Core",
Leslie Taylor,Professor,"Theater and Dance Department, Core","MFA, New York University, 1980
BA, Wellesley College, 1977"
Lori Teague,Associate Professor,"Dance Program, Core
Theater and Dance Department, Core","MFA, Ohio State University, 1991
BA, Columbia College, 1986"
Ana Teixeira,"Senior Lecturer, Spanish and Portuguese","Spanish and Portuguese Department, Director of Undergraduate Studies
Institute of African Studies Program, Core
Spanish and Portuguese Department, Core","PhD, Portuguese and Brazilian Studies, Brown University, Providence, RI, 2014"
Jitendra Thakur,Assistant Professor,"Biology Department, Core","PhD, Genetics and Cell Biology, Jawaharlal Nehru Centre for Advance Scientific Research, 2012"
Joonna Smitherman Trapp,Senior Lecturer,"English Department, Core","PhD, Rhetoric and Composition, Texas Christian University, 2003"
Michael  Treadway,Winship Distinguished Research Professor,"Psychology Department, Core","PhD, Clinical Science, Vanderbilt University, 2012"
Allen Tullos,Professor,"American Studies Program, Core
History Department, Core","BA, University of Alabama, 1973
PhD, Yale University, 1985
MA, Yale University, 1979
BA, University of North Carolina, 1976"
Donald Tuten,Associate Professor,"Spanish and Portuguese Department, Core
Linguistics Program, Core","BA, University of Georgia, 1985
PhD, University of Wisconsin, 1998
MA, University of Wisconsin, 1989"
Hubert Tworzecki,Associate Professor,"Russian and East European Studies, Core
Political Science Department, Core","BA, University of British Columbia, 1988
PhD, University of Toronto, 1994
MA, University of British Columbia, 1989"
Didem Uca,Assistant Professor,"German Studies Department, Core","PhD, Germanic Languages and Literatures, University of Pennsylvania, 2019"
Miriam Udel,Associate Professor,"Jewish Studies Program, Core
German Studies Department, Core","PhD, Harvard University, 2008"
Brooke Ullery,Assistant Professor,"Mathematics Department, Core","PhD, Mathematics, University of Michigan, 2015"
Sergei Urazhdin,Samuel Candler Dobbs Professor,"Physics Department, Core","Ph.D, Michigan State University, 2002"
Eric Varner,Associate Professor,"Ancient Mediterranean Studies Program, Core
Medieval Studies Program, Core
Classics Department (Greek, Latin), Core
Art History Department, Core","AB, Princeton University, 1985
PhD, Yale University, 1993
MPhil, Yale University, 1988"
Nicole Vega,Biology,"Biology Department, Core","PhD, Molecular and Cellular Biology and Biochemistry, Boston University, Boston, MA, 2013"
Suresh Venapally,Professor,"Mathematics Department, Core",
Alessandro Veneziani,Professor,"Mathematics Department, Core
Computer Science Department, Core","Other, Politecnico di Milano, 1994
PhD, University of Milan, 1998"
Brian Vick,Professor,"History Department, Core","AB, Stanford University, 1992
PhD, Yale University, 1997"
Debra Vidali,Associate Professor,"Anthropology Department, Core
Linguistics Program, Core","BA, University of California, Berkeley, 1983
PhD, University of Chicago, 1994
MA, University of Chicago, , 1985"
Ymir Vigfusson,"Associate Professor, Mathematics and Computer Science","Computer Science Department, Core","PhD, Computer Science, Cornell University, Ithaca, NY, 2010"
Javier Villa-Flores,Acting Associate Professor,"Religion Department, Core","PhD, Latin American History, University of California, San Diego, San Diego, CA, 2001"
Juan Villeta-Garcia,Lecturer,"Mathematics Department, Core","PhD, Mathematics, University of Illinois, Urbana-Champaign, 2017"
Nargis Virani,Senior Lecturer,"Middle Eastern and South Asian Studies Department (Arabic, Hebrew, Hindi, Persian, Tibetan), Core","PhD, Arabic and Islamic Studies, Harvard University, Cambridge, MA, 1999"
Jessica Wahman,Senior Lecturer,"Philosophy Department, Director of Undergraduate Studies
Philosophy Department, Core","PhD, Philosophy, State University of New York at Stony Brook, 2002"
Philip Wainwright,"Associate Dean for Summer and International Programs and Executive Director,
                Center for International Programs Abroad",,"PhD, Stanford University, 1993
BA, Emory University, 1985
MA, Emory University, 1985
MA, Stanford University, 1989"
Peter Wakefield,Professor of Pedagogy,"Institute of the Liberal Arts Department, Director of Undergraduate Studies
American Studies Program, Director of Undergraduate Studies
Institute of the Liberal Arts Department, Core","PhD, Brown University, 1989
BA, Hamline University, 1980"
Irwin Waldman,Professor,"Psychology Department, Core
Neuroscience and Behavioral Biology Program, Associated","PhD, University of Waterloo, 1988
BS, Cornell University, 1982"
Elaine Walker,Charles Howard Candler Professor of Psychology and Neuroscience,"Psychology Department, Core
Neuroscience and Behavioral Biology Program, Associated","BA, Washington University, 1974
PhD, University of Missouri, 1979"
Vanessa Siddle Walker,Samuel Candler Dobbs Professor,"African American Studies Department, Core",
Emily Wall,Assistant Professor,"Computer Science Department, Core","PhD, Computer Science, Georgia Institute of Technology, Atlanta, GA, 2020"
Kimberly Wallace-Sanders,Associate Professor,"African American Studies Department, Core
American Studies Program, Core","BA, Oberlin College, 1983
PhD, Boston University, 1996
MFA, Brown University, 1986"
Kim Wallen,Samuel Candler Dobbs Professor of Psychology and Behavioral Neuroendocrinology,"Psychology Department, Core
Neuroscience and Behavioral Biology Program, Associated","PhD, University of Wisconsin, 1978
BA, Antioch College, 1970"
Yiran Wang,Assistant Professor,"Mathematics Department, Core",
Jason Ward,Professor,"History Department, Core","PhD, History, Yale University, New Haven, CT, 2008"
Kurt Warncke,Professor,"Physics Department, Core","PhD, University of Pennsylvania, 1989
BA, Cornell University, 1981"
Calvin Warren,Associate Professor,"African American Studies Department, Core","PhD, American Studies and African American Studies, Yale University, New Haven, CT, 2010"
Eric Weeks,Winship Distinguished Professor,"Physics Department, Core","PhD, University of Texas at Austin, 1997
BS, University of Illinois, 1992"
John Wegner,Sr Lecturer,"Environmental Sciences Department, Core","BA, Indiana University, 1972
PhD, Carleton University, 1995
MSc, Carleton University, 1976
BA, Indiana University, 1973"
Matthew Weinschenk,Senior Lecturer,"Chemistry Department, Core","PhD, Yale University, 1999
BS, University of Scranton, 1992"
Jay Weiss,"Professor, Emory University School of Medicine","Neuroscience and Behavioral Biology Program, Other","BA, Lafayette College, 1962
PhD, Yale University, 1967"
Daniel Weissman,Assistant Professor,"Physics Department, Core","PhD, Physics, Stanford University, 2010"
Jill Welkley,Associate Professor,"Human Health, Core
Psychology Department, Core","BS, Ithaca College, 1987
MS, University of Delaware, 1989
PhD, University of Georgia, 1993"
