Name,Title,department,Education
 Benjamin Lansford,. Professor in the Practice of Accounting, of Electrical and Computer Engineering and of Chemical and Biomolecular Engineering,BA (1997) University of South Carolina; MBA (2000) University of Pittsburgh; PhD (2005) Pennsylvania State University
 Lisa Lapinski,. Associate Professor of Visual and Dramatic Arts, of Electrical and Computer Engineering and of Chemical and Biomolecular Engineering,BA (1990) University of California–San Diego; MFA (2000) Art Center College of Design
 Richard A. Lavenda,. Professor of Composition and Theory, of Electrical and Computer Engineering and of Chemical and Biomolecular Engineering,BA (1977) Dartmouth College; MMus (1979) Rice University; DMA (1983) University of Michigan
 Stephanie Leal,. Assistant Professor of Psychological Sciences, of Electrical and Computer Engineering and of Chemical and Biomolecular Engineering,"BS (2011) University of California Santa Barbara: MA (2013), PhD (2016) Johns Hopkins University"
 Cin-Ty. Lee,. Harry Carothers Wiess Professor of Geology, Professor of Earth,BA (1996) University of California at Berkeley; PhD (2001) Harvard University
 David W. Leebron,. President and Professor of Political Science, Professor of Earth,BA (1976) Harvard University; JD (1979) Harvard Law School
 Brett Ashley Leeds,. Professor of Political Science, Department Chair of Political Science,"BA (1991), University of North Carolina at Chapel Hill; PhD (1998) Emory University"
 Thomas LeGrand,. Associate Professor of Clarinet, Department Chair of Political Science,BMus (1980) Curtis Institute of Music
 Christopher J. Leininger,. Professor of Mathematics, Department Chair of Political Science,BS (1997) Ball State University; PhD (2002) University of Texas-Austin
 Adrian Lenardic,. Professor of Earth, Environmental and Planetary Sciences,"BA (1986) University of Wisconsin; MS (1990), PhD (1995) University of California–Los Angeles"
 Alan R. Levander,. Carey Croneis Professor of Earth, Environmental and Planetary Sciences,"BS (1976) University of South Carolina; MS (1978), PhD (1984) Stanford University"
 Caroline F. Levander,. Vice President for Digital Education and Strategic Initiatives, Carlson Professor in the School of Humanities,"BA (1986), MA (1993), PhD (1995) Rice University"
 Harvey S. Levin,. Adjunct Professor of Psychological Sciences, Carlson Professor in the School of Humanities,"BA (1967) City University of New York; MA (1971), PhD (1972) University of Iowa"
 Eugene H. Levy,. Andrew Hays Buchanan Professor of Astrophysics, Professor of Physics and Astronomy,AB (1966) Rutgers University; PhD (1971) University of Chicago
 Steven W. Lewis,. Professor in the Practice, Research Fellow at the James A. Baker III Institute for Public Policy,BS (1985) Ohio University; PhD (1996) Washington University
 Haiyang Li,. H. Joe Nelson III Professor of Management, Research Fellow at the James A. Baker III Institute for Public Policy,"BA (1991), MA (1994) University of China; PhD (1998) City University of Hong Kong"
 Hui Li,. Adjunct Associate Professor of Physics and Astronomy, Research Fellow at the James A. Baker III Institute for Public Policy,BS (1990) Beijing University; PhD (1995) Rice University
 Lan Li,. Assistant Professor of History, Research Fellow at the James A. Baker III Institute for Public Policy,BA (2010) Columbia University; PhD (2016) Massachusetts Institute of Technology
 Meng Li,. Noah Harding Assistant Professor in Statistics, Research Fellow at the James A. Baker III Institute for Public Policy,"BS (2010) Sun Yat-sen University, China; PhD (2015) North Carolina State University–Raleigh"
 Qilin Li,. Professor of Civil and Environmental Engineering, Materials Science and NanoEngineering and Chemical Biomolecular Engineering,"BE (1995) Tsinghua University, Beijing, China; MS (1999), PhD (2002) University of Illinois–Urbana-Champaign"
 Siran Li,. G.C. Evans Instructor of Mathematics, Materials Science and NanoEngineering and Chemical Biomolecular Engineering,BA (2013) Columbia University; PhD (2017) University of Oxford
 Wei Li,. Associate Professor of Physics and Astronomy, Materials Science and NanoEngineering and Chemical Biomolecular Engineering,BS (2004) University of Science and Technology of China; PhD (2009) Massachusetts Institute of Technology
 Edison P. Liang,. Andrew Hays Buchanan Professor of Astrophysics, Materials Science and NanoEngineering and Chemical Biomolecular Engineering,"BA (1967), PhD (1971) University of California–Berkeley"
 Olivier Lichtarge,. Adjunct Professor of BioSciences, Materials Science and NanoEngineering and Chemical Biomolecular Engineering,"BS (1980) McGill University; PhD (1987), MD (1990) Stanford University"
 Peter Lillehoj,.  Associate Professor of Mechanical Engineering, Materials Science and NanoEngineering and Chemical Biomolecular Engineering,"BS (2006) Johns Hopkins University; MS (2008), PhD (2011) University of California–Los Angeles"
 Cho-Liang Lin,. Benjamin Armistead Shepherd Distinguished Professor, Professor of Violin,BMus (1981) The Juilliard School of Music
 Yingyan Lin,. Assistant Professor of Electrical and Computer Engineering, Professor of Violin,"BS (2004) Wuhan University; BS, M.S.(2007) Huazhong University of Science and Technology (HUST); PhD (2017) University of Illinois–Urbana-Champaign"
 Stephan Link,. Professor of Chemistry, Professor of Electrical and Computer Engineering,"MA (1996) Technical University of Braunschweig, Germany; PhD (2000) Georgia Institute of Technology"
 Stephen H. Little,. Adjunct Associate Professor of Bioengineering, Professor of Electrical and Computer Engineering,"BS (1993) York University, Canada; MD (1997) McMaster University, Canada"
 Ted Loch-Temzelides,. George and Cynthia Mitchell Chair in Sustainable Development, Professor of Economics,"BA (1988) University of Piraeus, Greece; PhD (1995) University of Minnesota"
 Matthew Loden,. Dean of Shepherd School of Music, Professor of Economics,BMus (1990) Oberlin College; MMus (1992) University of Rochester
 Peter V. Loewen,. Associate Professor of Musicology, Professor of Economics,"BMus (1987) University of Manitoba; MMus (1990), PhD (2000) University of Southern California"
 Peter Loos,. Professor in the Practice of Materials Science and NanoEngineering, Professor of Economics,"BA (1977); MS (1982), PhD (1986) Rice University"
 Moramay López-Alonso,. Associate Professor of History, Professor of Economics,"Licenciatura (1994) Instituto Tecnologico Autonomo de Mexico; MA (1999), PhD (2000) Stanford University"
 Fabiola López-Durán,. Associate Professor of Art History, Magister of Hanszen College,BA (1987) Universidad de los Andes School of Architecture; PhD (2009) Massachusetts Institute of Technology
 Tom F. Lord,. Lecturer of Architecture, Magister of Hanszen College,BA (1960) Southern Methodist University; MA (1965) Yale University
 Jun Lou,. Professor of Materials Science and NanoEngineering, Associate Department Chair of Materials Science and NanoEngineering,"BE (1998) Tsinghua University, Beijing, China; MS (1999) Ohio State University; PhD (2004) Princeton University"
 Katherine A. Loveland,. Adjunct Professor of Psychological Sciences, Associate Department Chair of Materials Science and NanoEngineering,BA (1975) University of Virginia; PhD (1980) Cornell University
 Joseph A. IV Ludwig,. Adjunct Assistant Professor of Bioengineering, Associate Department Chair of Materials Science and NanoEngineering,BBA (1994) University of Iowa College of Business; MD (1998) University of Iowa College of Medicine
 Lan Luan,.  Assistant Professor of Electrical and Computer Engineering, Associate Department Chair of Materials Science and NanoEngineering,BS (2004) University of Science and Technology of China; PhD (2011) Stanford University
 Milivoje Lukic,. Associate Professor of Mathematics, Associate Department Chair of Materials Science and NanoEngineering,"BSc (2006) (2007) University of Belgrade; MSc (2010), PhD (2011) California Institute of Technology"
 Susan Lurie,. Associate Professor of English, Associate Department Chair of Materials Science and NanoEngineering,"BA (1969) State University of New York; MA (1972), PhD (1989) University of California–Berkeley"
 Peter Y. Lwigale,. Associate Professor of BioSciences, Associate Department Chair of Materials Science and NanoEngineering,"BS (1994), MS (1997) University of Northern Iowa; PhD (2001) Kansas State University"
 Jianpeng  Ma,. Professor of Bioengineering, Professor of BioSciences,BS (1985) Fudan University P.R. China; PhD (1996) Boston University
 Michael R. Maas,. William Gaines Twyman Professor of History, Director of Ancient Mediterranean Civilizations,"BA (1973) Cornell University; MA (1975), PhD (1982) University of California–Berkeley"
 Hilary S. Mackie,. Associate Professor of Modern and Classical Literatures and Cultures, Director of Ancient Mediterranean Civilizations,BA (1987) Cambridge University; PhD (1993) Princeton University
 Frederick C. MacKintosh,. Abercrombie Professor of Chemical and Biomolecular Engineering, Professor of Physics & Astronomy and Chemistry,BS (1984) University of Washington; PhD (1989) Princeton University
 Stephen J. Mackwell,. Adjunct Professor of Earth, Environmental and Planetary Sciences,"BS (1978), MS (1979) University of Canterbury, Christchurch, NZ; PhD (1985) Australian National University"
 Lynn M. Maher,. Adjunct Professor of Psychological Sciences, Environmental and Planetary Sciences,BA (1978) Catholic University of America; MA (1979) George Washington University; PhD (1995) University of Florida
 Ussama Makdisi,. Arab-American Educational Foundation Professor of Arab Studies in History, Professor of History,"BA (1990) Wesleyan University; MA (1993), PhD (1997) Princeton University"
 Konstantinos Mamouras,. Assistant Professor of Computer Science, Professor of History,Diploma (2008) National Technical University of Athens; MSc (2009) Imperial College London; PhD (2015) Cornell University
 Joseph Manca,. Nina J. Cullinan Professor of Art History, Professor of Art History,"BA (1978) University of Rochester; MA (1980), MPhil (1982), PhD (1986) Columbia University"
 Christos Mantoulidis,. Assistant Professor of Mathematics, Professor of Art History,"BSc (2011), PhD (2017) Stanford University"
 Amanda B. Marciel,. William Marsh Rice Trustee Chair, Assistant Professor of Chemical and Biomolecular Engineering,"BS (2008), PhD (2015) University of Illinois"
 Igor Marjanović,. William Ward Watkin Dean of School of Architecture, Assistant Professor of Chemical and Biomolecular Engineering,"BArch (1998) University of Belgrade, Serbia; MArch (2000) University of Illinois at Chicago; PhD (2014) University College London"
 Melissa J. Marschall,. Professor of Political Science, Assistant Professor of Chemical and Biomolecular Engineering,BA (1990) Florida State University; MA (1993) Bogazici University; PhD (1998) State University of New York–Stony Brook
 Alden Marte-Wood,. Assistant Professor of English, Assistant Professor of Chemical and Biomolecular Engineering,"BA (2007) California State University–Long Beach; MA (2011), (2013) San Francisco State University; MA (2016), PhD (2019) University of California–Irvine"
 Angel A. Martí-Arbona,. Professor of Chemistry, of Bioengineering,"BS (1999), PhD (2004) University of Puerto Rico–Rio Piedras"
 Randi C. Martin,. Elma Schneider Professor of Psychological Sciences, of Bioengineering,"BA (1971) University of Oregon; MS (1977), PhD (1979) Johns Hopkins University"
 Ana María Martínez,. Professor of Voice, of Bioengineering,"BMus (1991), MMus (1993) The Julliard School"
 Luz Maria Martinez de Videa,. Adjunct Associate Professor of Chemistry, of Bioengineering,BS (1991) Tecnológico de Monterrey; PhD (2000) Arizona State University
 Caroline A. Masiello,. W. Maurice Ewing Professor, Professor of Earth,BA (1991) Earlham College; MA (1993) University of North Carolina–Chapel Hill; PhD (1999) University of California–Irvine
 Victoria Massie,. Assistant Professor of Anthropology, Professor of Earth,"BA (2011) University of Rochester; MA (2015), PhD (2021) University of California-Berkeley"
 Seiichi P. T. Matsuda,. Dean of Graduate and Postdoctoral Studies, E. Dell Butcher Professor of Chemistry,BA (1984) Bethel College; PhD (1994) Harvard University
 Kirstin Matthews,. Lecturer with the Professional Science Masters Program, E. Dell Butcher Professor of Chemistry,BA (1996) University of Texas-Austin; PhD (2003) University of Texas Health Science Center-Houston
 Osama R. Mawlawi,. Lecturer of Electrical and Computer Engineering, E. Dell Butcher Professor of Chemistry,BEE (1988) American University of Beirut; MS (1990) Polytechnic University; PhD (1998) Columbia University
 Matthew McCary,. Assistant Professor of BioSciences, E. Dell Butcher Professor of Chemistry,BA (2010) North Central College; PhD (2016) University of Illinois-Chicago
 W. Caleb McDaniel,. Mary Gibbs Jones Professor of Humanities, Professor of History,"BA (2000), MA (2001) Texas A&M University; PhD (2006) Johns Hopkins University"
 Carol McDavid,. Adjunct Assistant Professor of Anthropology, Professor of History,"BA (1973), MA (1996) University of Houston; PhD (2002) University of Cambridge"
 Scott McGill,. Professor of Classical Studies, Professor of History,BA (1990) Salve Regina College; PhD (2001) Yale University
 Matthew McGinley,. Adjunct Professor of Electrical and Computer Engineering , Professor of History,"BS (2002), MS (2004) University of Wisconsin–Madison; PhD (2010) Oregon Health and Science University"
 Gerald McGlamery Jr.,. Lecturer of Chemical and Biomolecular Engineering, Professor of History,BCHe (1984) Auburn University; PhD (1988) University of Texas-Austin; MBA (2001) Auburn University
 Patrick J. McGovern,. Lecturer of Earth, Environmental and Planetary Sciences,"SB (1986), PhD (1996) Massachussetts Institute of Technology"
 Elizabeth McGuffey,. Assistant Teaching Professor in Statistics, Environmental and Planetary Sciences,"BS (2010), MS (2012), PhD (2015) Texas A&M University"
 Kevin McHugh,. Assistant Professor of Bioengineering, Environmental and Planetary Sciences,"BS (2009) Case Western Reserve University; MS (2012), PhD (2014) Boston University"
 Susan Keech McIntosh,. Herbert S. Autrey Professor in Anthropology, Environmental and Planetary Sciences,"BA (1973) University of Pennsylvania; MA (1975) Girton College, Cambridge University; MA (1976), PhD (1979) University of California–Santa Barbara"
 Caroline V. McNeil,. Laboratory Coordinator, Lecturer of Chemistry,BS (2002) University of Houston; MA (2006) Rice University; PhD (2008) Rice University
 James A. McNew,. Professor of BioSciences, Lecturer of Chemistry,BS (1989) Texas A&M University; PhD (1994) University of Texas Southwestern Medical Center–Dallas
 S. Morton McPhail,. Adjunct Associate Professor of Psychological Sciences, Lecturer of Chemistry,"BA (1972) Trinity University; MS (1975), PhD (1978) Colorado State University"
 Andrew Meade,. Professor of Mechanical Engineering, Lecturer of Chemistry,"BS (1982) Rice University; MS (1984), PhD (1989) University of California–Berkeley"
 Kenneth Medlock,. Adjunct Assistant Professor of Economics, Lecturer of Chemistry,"MA (1999), PhD (2000) Rice University"
 John M. Mellor-Crummey,. Professor of Computer Science and Electrical and Computer Engineering, Lecturer of Chemistry,"BSE (1984) Princeton University; MS (1986), PhD (1989) University of Rochester"
 Erzsébet Merényi,. Research Professor of Statistics, Lecturer of Chemistry,"MSc (1975) Attila Jozsef University, Hungary; PhD (1980) Attila Jozsef University and Central Research Institute for Physics, Hungarian Academy of Sciences"
 Antonio Merlo,. Adjunct Professor of Economics, Lecturer of Chemistry,Laurea (1987) Bocconi University; PhD (1992) New York University
 David K. Messmer,. Lecturer of the Program for Writing and Communication, Director of the FWIS Program,"BA (2001) Colorado State University; MA (2006), PhD (2009) Rice University"
 Alida C. Metcalf,. Harris Masterson Jr. Professor of History, Professor of History,"BA (1976) Smith College; MA (1978), PhD (1983) University of Texas–Austin"
 Helena Michie,. Agnes Cullen Arnold Professor of Humanities, Professor of English,BA (1979) Princeton University; PhD (1984) University of Pennsylvania
 Antonios G. Mikos,. Louis Calder Professor of Chemical Engineering, Professor of Bioengineering and Materials Science and NanoEngineering,"Diploma (1983) Aristotle University of Thessaloniki, Greece; MS (1985), PhD (1988) Purdue University"
 Jonathan Miles,. Assistant Clinical Professor of Management, Professor of Bioengineering and Materials Science and NanoEngineering,"BS (1998), MBA (2008) Kansas State University; PhD (2016) Michigan State University"
 Jordan Miller,. Associate Professor of Bioengineering, Professor of Bioengineering and Materials Science and NanoEngineering,"BS (2003) Massachusetts Institute of Technology, PhD (2008) Rice University"
 Thomas E. X. Miller,. Associate Professor of Ecology and Evolutionary Biology, Professor of Bioengineering and Materials Science and NanoEngineering,BA (2002) Colgate University; PhD (2007) University of Nebraska
 Vikas Mittal,. J. Hugh Liedtke Professor of Marketing, Professor of Bioengineering and Materials Science and NanoEngineering,BBA (1991) University of Michigan; PhD (1997) Temple University
 Aditya D. Mohite,.  Associate Professor of Chemical and Biomolecular Engineering and Materials Science and NanoEngineering, Professor of Bioengineering and Materials Science and NanoEngineering,"BS (1999), MS (2001), PhD (2007) University of Louisville"
 Chin Man William Mok,.  Lecturer of Earth, Environmental and Planetary Sciences,BSc (1985) University of Hong Kong; MS (1987) PhD (1999) University of California-Berkeley
 Marlon Mooijman,. Assistant Professor of Organizational Behavior, Environmental and Planetary Sciences,"MSc (2012), PhD (2015) Leiden University"
 Henk Mooiweer,. Adjunct Professor of Chemistry, Environmental and Planetary Sciences,"MS (1985) University of Utrecht, The Netherlands; PhD (1990) University of Amsterdam, The Netherlands"
 Bart Moore,. Lecturer of Social Sciences, Environmental and Planetary Sciences,BA (2001) Hampshire College; PhD (2010) University of California–Davis
 Janet Moore,. Lecturer of Communication, Environmental and Planetary Sciences,BSFS (1984) Georgetown University; JD (1987) University of Texas School of Law
 Bhagavatula Moorthy,. Adjunct Professor of Chemical and Biomolecular Engineering, Environmental and Planetary Sciences,BS (1979) Madras University-India; MSc (1982) Andhra University-India; PhD (1988) Indian Institute of Science-India
 Daryl Morey,. Adjunct Professor of Sport Management, Environmental and Planetary Sciences,"BS (1996) Northwestern University, MBA (2000) Massachusetts Institute of Technology"
 Alexander Morgan,. Assistant Professor of Philosophy, Environmental and Planetary Sciences,"BSc (2003), BA (2004) University of Auckland; PhD (2014) Rutgers University"
 Julia K. Morgan,. Professor of Earth, Environmental and Planetary Sciences,AB (1987) Vassar College; PhD (1993) Cornell University
 T. Clifton Morgan,. Albert Thomas Professor of Political Science, Environmental and Planetary Sciences,"BA (1978) University of Oklahoma; MA (1980), PhD (1986) University of Texas–Austin"
 Tomás Q. Morín,. Assistant Professor of Creative Writing, Environmental and Planetary Sciences,BA (1998) Texas State University; MA (2000) The Johns Hopkins University; MFA (2003) Texas State University
 Jessica Morones,. Lecturer of Spanish, Environmental and Planetary Sciences,BA (2011) Universidad Autónoma de Tamaulipas; MA University of Massachusetts
 Emilia Morosan,. Professor of Physics and Astronomy, Chemistry,BS (1999) A. I. Cuza University; PhD (2005) Iowa State University
 Jeffrey Morris,. Adjunct Professor of Statistics, Chemistry,"BS (1993) Messiah College; MS (1997), PhD (2000) Texas A&M University"
 Donald Ray Morrison,. Professor of Philosophy, Chemistry,BA (1977) Carleton College; PhD (1983) Princeton University
 Timothy Morton,. Rita Shea Guffey Chair in English, Professor of English,BA (1989) Oxford University; PhD (1992) Oxford University
 Larisa Moskvitina,. Lecturer of Russian, Professor of English,"BA (1988), MA (1988) Irkutsk State University, Russia; PhD (1995) St. Petersburg University, Russia"
 Tarik Muharemovic,. Adjunct Professor in Electrical and Computer Engineering, Professor of English,"BS (1998), MS (2000), PhD (2004) Rice University"
 Satish Nagarajaiah,. Professor of Civil and Environmental Engineering, Materials Science and NanoEngineering,"BS (1980) Bangalore University, India; MS (1982) Indian Institute of Science, India; PhD (1990) State University of New York–Buffalo"
 Deepak Nagrath,. Adjunct Associate Professor of Chemical and Biomolecular Engineering, Materials Science and NanoEngineering,"BTech (1992), MS (2000), PhD (2003) Rensselaer Polytechnic Institute"
 Gururaj Naik,. Assistant Professor of Electrical and Computer Engineering, Materials Science and NanoEngineering,BE (2006) B.M.S. College of Engineering; ME (2008) Indian Institute of Science; PhD (2013) Purdue University
 Bijan Najafi,. Adjunct Associate Professor of Electrical and Computer Engineering, Materials Science and NanoEngineering,"BS (1994) Isfahan University of Technology–Isfahan, Irab; MS (1997) Sharif University of Technology–Tehran; PhD (2002) Swiss Federal Institute of Technology–Lausanne (EPFL)"
 Luay K. Nakhleh,. William and Stephanie Sick Dean of Engineering, Professor of Computer Science and BioSciences,BS (1996) Technion-Israel Institute of Technology; MS (1998) Texas A&M; PhD (2004) University of Texas–Austin
 Patricia Naranjo-Olivares,. Assistant Professor of Accounting, Professor of Computer Science and BioSciences,BE (2003) Pontificia Universidad Católica de Chile; PhD (2014) Massachusetts Institute of Technology
 Douglas Natelson,. Professor of Physics and Astronomy, of Electrical and Computer Engineering,BS (1993) Princeton University; PhD (1998) Stanford University
 Joanna Nelson,. Assistant Professor of Mathematics, of Electrical and Computer Engineering,BS (2007) University of Illinois at Urbana-Champaign; PhD (2013) University of Wisconsin–Madison
 Deborah Nelson-Campbell,. Professor of French Studies, of Electrical and Computer Engineering,"BA (1960) Wittenberg University; Certificat d’études Françaises, ler Degré (1961) University of Grenoble, France; MA (1964), PhD (1970) Ohio State University"
 Andriy Nevidomskyy,. Associate Professor of Physics and Astronomy, of Electrical and Computer Engineering,MSc (2001) Ivan Franko National State University of Lviv; PhD (2005) University of Cambridge
 Charles J. Newell,. Adjunct Professor of Civil and Environmental Engineering, of Electrical and Computer Engineering,"BS (1978), MS (1981), PhD (1989) Rice University"
 Mary R. Newsome,. Adjunct Assistant Professor of Psychological Sciences, of Electrical and Computer Engineering,AB (1991) Kent State University; PhD (1999) Princeton University
 T. S. Eugene Ng,. Professor of Computer Science and Electrical and Computer Engineering, of Electrical and Computer Engineering,"BS (1996) University of Washington; MS (1998), PhD (2003) Carnegie Mellon University"
 Carolyn A. Nichol,. Assistant Research Professor of Chemistry, of Electrical and Computer Engineering,"BS (1984) University of Massachusetts–Amherst; MS (1990), PhD (1992) University of Texas–Austin"
 Sarah Nichols,. Assistant Professor of Architecture, of Electrical and Computer Engineering,BS (2006) University of Michigan; Adv. M.Arch. (2011) Berlage Institute; PhD (2020) Yale University
 D. Colette Nicolaou,. Lecturer of Psychological Sciences, of Electrical and Computer Engineering,"BA (1998) University of Pennsylvania; MS (1999) Georgetown University; CPH (2002) Harvard University; MS, PhD (2007) Drexel University"
 K.C. Nicolaou,. Harry C. and Olga K. Wiess Professor of Chemistry, of Electrical and Computer Engineering,"B.Sc. (1969) Bedford College, University of London; PhD (1972) University College, University of London"
 Nancy A. Niedzielski,. Associate Professor of Linguistics, Associate of Lovett College,"BS (1987), MA (1989) Eastern Michigan University; PhD (1997) University of California–Santa Barbara"
 Edward P. Nikonowicz,. Professor of BioSciences, Department Chair of BioSciences,BS (1985) St. Louis University; PhD (1990) Purdue University
 Jeffrey Nittrouer,. Assistant Professor of Earth, Environmental and Planetary Sciences,BS (2003) University of Washington; MS (2006) Tulane University; PhD (2010) University of Texas–Austin
 Fenglin Niu,. Professor of Earth, Environmental and Planetary Sciences,"BS (1988) University of Science and Technology of China; MS (1994), PhD (1997) University of Tokyo"
 Burke Nixon,. Lecturer of the Program in Writing and Communication, Environmental and Planetary Sciences,BA (2003) University of Texas–Austin; MFA (2011) University of Mississippi
 Frank Noe,. Adjunct Professor of Chemistry, Environmental and Planetary Sciences,"BSc (1999) University of Cooperative Education Stuttgart, Germany; MSc (2002) Cork Institute of Technology, Ireland; PhD (2006) University of Heidelberg, Germany"
 Peter Nordlander,. Wiess Chair in Physics and Astronomy, Professor of Electrical and Computer Engineering,"BA (1977) Swedish Cavalry Officers’ School; MS (1980), PhD (1985) Chalmers University of Technology, Gothenburg, Sweden"
 Alma M. Novotny,. Lecturer of BioSciences, Professor of Electrical and Computer Engineering,BS (1968) Duke University; PhD (1972) Purdue University
 Jeffrey A. Nunn,. Lecturer of Earth, Environmental and Planetary Sciences,"BA (1974) Amherst College; MS (1979), PhD (1981) Northwestern University"
 Diana O'Brien,. Albert Thomas Associate Professor of Political Science, Environmental and Planetary Sciences,BA (2006) Hanover College; PhD (2012) Washington University St Louis
 Z. Maria Oden,. Teaching Professor of Bioengineering, Director of the Oshman Engineering Design Kitchen,"BS (1989), MS (1991), PhD (1994) Tulane University"
 Katarzyna Odziemkowska,. Assistant Professor of Management, Director of the Oshman Engineering Design Kitchen,BBA (2001) Wilfrid Laurier University; MA (2005) Carleton University; PhD (2019) University of Pennsylvania
 Astrid Oesmann,. Associate Professor of German Studies, Director of the Oshman Engineering Design Kitchen,"BA (1989) Hamburg University; MA (1991) The Johns Hopkins University; MPhil (1993), PhD (1997) Columbia University"
 Brian Ogren,. Anna Smith Fine Associate Professor of Judaic Studies, Director of the Oshman Engineering Design Kitchen,"BA (1997) University of California, Santa Barbara; MA (2000) Hebrew University of Jerusalem; PhD (2008) Hebrew University of Jerusalem"
 Lesley O'Leary,. Lecturer of Chemistry, Director of the Oshman Engineering Design Kitchen,"MA (2009), PhD (2011) Rice University"
 Douglas E. Oliver,. Professor in the Practice of Architecture, Director of the Oshman Engineering Design Kitchen,BA (1982) Texas A&M University; MArch (1987) Harvard University
 Marcia K. O’Malley,. Thomas Michael Panos Family Professor in Mechanical Engineering, Electrical and Computer Engineering,"BS (1996) Purdue University, MS (1999), PhD (2001) Vanderbilt University"
 Jose Nelson Onuchic,. Harry C. and Olga K. Wiess Chair of Physics, Professor of Physics and Astronomy,BS (1980) Universidade de Sao Paolo; BS (1981) Universidade de Sao Paolo; MS (1982) Universidade de Sao Paolo; PhD (1987) California Institute of Technology
 Marmar Orooji,. Lecturer in Computer Science MCS Online Program, Professor of Physics and Astronomy,"BS(2013) Shahed University, Iran; MS (2017), MS (2019), PhD (2019) Louisiana State University"
 Jordan S. Orange,. Adjunct Professor of BioSciences, Professor of Physics and Astronomy,"AB (1990), PhD (1996), MD (1997) Brown University"
 Betul Orcan Ekmekci,. Assistant Teaching Professor of Mathematics, Professor of Physics and Astronomy,"BS (2003), MS (2005) Bosphorus University; PhD (2010) University of Texas–Austin"
 Michael T. Orchard,. Professor of Electrical and Computer Engineering, Professor of Physics and Astronomy,"BS (1981), MS (1986) San Diego State University; MA (1988), PhD (1990) Princeton University"
 Vicente Ordonez,. Associate Professor of Computer Science, Professor of Physics and Astronomy,"CE Degree (2008) Escuela Superior Politecnica del Litoral; MS (2013) Stony Brook University, The State University of New York; PhD (2015) University of North Caronlina at Chapel Hill"
 Alexis Ortiz,. Adjunct Associate Professor of Kinesiology, Professor of Physics and Astronomy,"BS (2000) University of Puerto Rico; MS (2003), PhD (2006) Texas Woman’s University"
 Barbara Bennett Ostdiek,. Professor of Finance, Senior Associate Dean of Degree Programs,BA (1986) University of Nebraska; PhD (1994) Duke University
 Kirsten Ostherr,. Gladys Louise Fox Professor of English, Department Chair of English,"BA (1993) Reed College; MA (1997), PhD (2001) Brown University"
 Elizabeth O’Sullivan,. Senior Lecturer of Communications, Department Chair of English,BA (1978) Gettysburg College; MBA (1982) Texas A&M University
 Frederick L. Oswald,. Herbert S. Autrey Professor of Psychological Sciences, Professor of Management,"BA (1992) University of Texas-Austin; MA (1998), PhD (1999) University of Minnesota"
 Carroll Oubre,. Adjunct Professor of Civil and Environmental Engineering, Professor of Management,BS (1955) University of Southwestern Louisiana; MS (1956) Ohio State University; PhD (1966) Rice University
 Lida Oukaderova,. Associate Professor of Art History, Professor of Management,"BA (1997) Martin-Luther University; MA (1999), PhD (2005) University of Texas–Austin"
 Naoko Ozaki,. Lecturer of Japanese, Professor of Management,"BA (1997) University of Arizona; MS (2005), PhD (2011) Indiana University"
 Jamie Ellen Padgett,. Stanley C. Moore Professor in Engineering, Professor of Civil and Environmental Engineering,BS (2003) University of Florida–Gainesville; PhD (2007) Georgia Institute of Technology
 B. Paul Padley,. Professor of Physics and Astronomy, Professor of Civil and Environmental Engineering,"BS (1981) York University; MS (1984), PhD (1987) University of Toronto"
 Guido Pagano,. Assistant Professor of Physics and Astronomy, Professor of Civil and Environmental Engineering,BEc (2006) Universitá Bocconi di Milano; BS (2009) Unviersità degli Studi di Milano; MS (2011) Università La Sapienza di Roma; PhD (2015) Scuola Normale Superiore
 Paula Page,. Associate Professor of Harp, Professor of Civil and Environmental Engineering,BMus (1969) Cleveland Institute of Music
 Mark Pagel,. Adjunct Professor of Chemistry, Professor of Civil and Environmental Engineering,BA (1988) Washington University; PhD (1993) University of California
 Mallesh Pai,. Associate Professor of Economics, Professor of Civil and Environmental Engineering,BTech (2004) Indian Institute of Technology; PhD (2010) Northwestern University
 Krishna Palem,. Ken and Audrey Kennedy Professor of Computer Science , Professor of Civil and Environmental Engineering,"MS (1981), PhD (1986) University of Texas"
 Hesam Panahi,. Lecturer of Management, Professor of Civil and Environmental Engineering,BBA (2005) University of Houston; PhD (2010) University of Houston
 Keith H. Pannell,. Adjunct Professor of Chemistry, Professor of Civil and Environmental Engineering,"BSc (1962), MSc (1963) Durham University; PhD (1966) University of Toronto, Canada"
 Theodora Dorina Papageorgiou,. Adjunct Assistant Professor of Electrical and Computer Engineering, Professor of Civil and Environmental Engineering,"BA (1995) University of Georgia; MHSc (1997) Johns Hopkins University; PhD (2006) University of Texas, MD Anderson Cancer Center"
 Sohyoung Park,. Artist Teacher of Piano and Piano Pedagogy, Professor of Civil and Environmental Engineering,BMus (1991) Seoul National University; MMus (1993) University of Michigan; DMA (2000) Rice University
 Jon Kimura Parker,. Professor of Piano, Professor of Civil and Environmental Engineering,"BMus, MMus (1981), DMA (1989) Juilliard School of Music"
 Sandra V. Parsons,. Associate Teaching Professor of Psychological Sciences, Director of Pedagogy,"BA (1992) University of Virginia; MA (1995), PhD (1999) Miami University"
 William B. Parsons,. Professor of Religion, Associate of Brown College,BA (1979) Brandeis University; MDiv (1982) Yale University; PhD (1993) University of Chicago
